FilePath,FolderTarget,SoVanBan,NamBanHanh,LoaiVanBan,DonViSoanThao,NguoiKy,NgayBanHanh,NgayHetHieuLuc,TrangThai,MucDoBaoMat,TrichYeu,VanBanThayThe,VanBanLienQuan,Tags
data/00. Văn bản Điều hành/[16] Phòng Hành chính - Nhân sự/419.QĐ-HCNS-Quyết định Luân chuyển công tác đối với Ông Phạm Ngọc Vinh.11-7-2025.pdf,[16] Phòng Hành Chính - Nhân Sự,419,2025,Quyết định,Phòng Hành chính – Nhân sự,,2025-07-11,,Đang lưu hành,Nội bộ,Quyết định Luân chuyển công tác đối với Ông Phạm Ngọc Vinh,,,
data/00. Văn bản Điều hành/[16] Phòng Hành chính - Nhân sự/420.QĐ-HCNS-Quyết định Luân chuyển công tác đối với Ông Thái Nguyễn Cần.11-7-2025.pdf,[16] Phòng Hành Chính - Nhân Sự,420,2025,Quyết định,Phòng Hành chính – Nhân sự,,2025-07-11,,Đang lưu hành,Nội bộ,Quyết định Luân chuyển công tác đối với Ông Thái Nguyễn Cần,,,
data/00. Văn bản Điều hành/[16] Phòng Hành chính - Nhân sự/421.QĐ-HCNS-Quyết định Kiêm nhiệm chức danh của Ông Thái Nguyễn Cần.11-7-2025.pdf,[16] Phòng Hành Chính - Nhân Sự,421,2025,Quyết định,Phòng Hành chính – Nhân sự,,2025-07-11,,Đang lưu hành,Nội bộ,Quyết định Kiêm nhiệm chức danh của Ông Thái Nguyễn Cần,,,
data/00. Văn bản Điều hành/[16] Phòng Hành chính - Nhân sự/422.QĐ-HCNS-Quyết định Kiêm nhiệm chức danh của Ông Phạm Ngọc Vinh.11-7-2025.pdf,[16] Phòng Hành Chính - Nhân Sự,422,2025,Quyết định,Phòng Hành chính – Nhân sự,,2025-07-11,,Đang lưu hành,Nội bộ,Quyết định Kiêm nhiệm chức danh của Ông Phạm Ngọc Vinh,,,
data/00. Văn bản Điều hành/[16] Phòng Hành chính - Nhân sự/430.QĐ-BHL-Quyết định Bổ nhiệm Trưởng phòng vận hành kinh doanh.21-7-2025.pdf,[16] Phòng Hành Chính - Nhân Sự,430,2025,Quyết định,Phòng Hành chính – Nhân sự,,2025-07-21,,Đang lưu hành,Nội bộ,430.QĐ-BHL-Quyết định Bổ nhiệm Trưởng phòng vận hành kinh doanh.21-7-2025,,,
data/00. Văn bản Điều hành/[16] Phòng Hành chính - Nhân sự/443.QĐ-BHL-Quyết định Bổ nhiệm Quyền Trưởng bộ phận kế hoạch.23-7-2025.pdf,[16] Phòng Hành Chính - Nhân Sự,443,2025,Quyết định,Phòng Hành chính – Nhân sự,,2025-07-23,,Đang lưu hành,Nội bộ,443.QĐ-BHL-Quyết định Bổ nhiệm Quyền Trưởng bộ phận kế hoạch.23-7-2025,,,
data/00. Văn bản Điều hành/[16] Phòng Hành chính - Nhân sự/451.QĐ-HLB-Quyết định Bổ nhiệm Giám đốc vận hành và Chuỗi cung ứng.25-7-2025.pdf,[16] Phòng Hành Chính - Nhân Sự,451,2025,Quyết định,Phòng Hành chính – Nhân sự,,2025-07-25,,Đang lưu hành,Nội bộ,451.QĐ-HLB-Quyết định Bổ nhiệm Giám đốc vận hành và Chuỗi cung ứng.25-7-2025,,,
data/00. Văn bản Điều hành/[16] Phòng Hành chính - Nhân sự/452.QĐ-HLB-Quyết định Miễn nhiệm chức danh Giám đốc tài chính Giám đốc vận hành.25-7-2025.pdf,[16] Phòng Hành Chính - Nhân Sự,452,2025,Quyết định,Phòng Hành chính – Nhân sự,,2025-07-25,,Đang lưu hành,Nội bộ,452.QĐ-HLB-Quyết định Miễn nhiệm chức danh Giám đốc tài chính Giám đốc vận hành.25-7-2025,,,
data/00. Văn bản Điều hành/[16] Phòng Hành chính - Nhân sự/453.QĐ-HLB-Quyết định Bổ nhiệm Giám đốc Tài chính và Quản trị.25-7-2025.pdf,[16] Phòng Hành Chính - Nhân Sự,453,2025,Quyết định,Phòng Hành chính – Nhân sự,,2025-07-25,,Đang lưu hành,Nội bộ,453.QĐ-HLB-Quyết định Bổ nhiệm Giám đốc Tài chính và Quản trị.25-7-2025,,,
data/00. Văn bản Điều hành/[16] Phòng Hành chính - Nhân sự/46.2025-QĐ-HCNS-Quy định Công tác phí ban hành.24-01-2025.docx,[16] Phòng Hành Chính - Nhân Sự,46,2025,Quyết định,Phòng Hành chính – Nhân sự,,2025-01-24,,Đang lưu hành,Nội bộ,Quy định Công tác phí ban hành,,,
data/00. Văn bản Điều hành/[16] Phòng Hành chính - Nhân sự/46.2025-QĐ-HCNS-Quy định Công tác phí ban hành.24-01-2025.pdf,[16] Phòng Hành Chính - Nhân Sự,46,2025,Quyết định,Phòng Hành chính – Nhân sự,,2025-01-24,,Đang lưu hành,Nội bộ,Quy định Công tác phí ban hành,,,
data/00. Văn bản Điều hành/[16] Phòng Hành chính - Nhân sự/483.2026-QĐ-HCNS-Ban hành quy trình tính lương.15-05-2026.docx,[16] Phòng Hành Chính - Nhân Sự,483,2026,Quyết định,Phòng Hành chính – Nhân sự,,2026-05-15,,Đang lưu hành,Nội bộ,Ban hành quy trình tính lương,,,
data/00. Văn bản Điều hành/[16] Phòng Hành chính - Nhân sự/483.2026-QĐ-HCNS-Ban hành quy trình tính lương.15-05-2026.pdf,[16] Phòng Hành Chính - Nhân Sự,483,2026,Quyết định,Phòng Hành chính – Nhân sự,,2026-05-15,,Đang lưu hành,Nội bộ,Ban hành quy trình tính lương,,,
data/00. Văn bản Điều hành/[16] Phòng Hành chính - Nhân sự/487.2026-QĐ-HCNS-Ban hành quy định về chức năng nhiệm vụ và cơ cấu tổ chức của phòng hành chính nhân sự ban hành.15-05-2026.docx,[16] Phòng Hành Chính - Nhân Sự,487,2026,Quyết định,Phòng Hành chính – Nhân sự,,2026-05-15,,Đang lưu hành,Nội bộ,Ban hành quy định về chức năng nhiệm vụ và cơ cấu tổ chức của phòng hành chính nhân sự ban hành,,,
data/00. Văn bản Điều hành/[16] Phòng Hành chính - Nhân sự/487.2026-QĐ-HCNS-Ban hành quy định về chức năng nhiệm vụ và cơ cấu tổ chức của phòng hành chính nhân sự ban hành.15-05-2026.pdf,[16] Phòng Hành Chính - Nhân Sự,487,2026,Quyết định,Phòng Hành chính – Nhân sự,,2026-05-15,,Đang lưu hành,Nội bộ,Ban hành quy định về chức năng nhiệm vụ và cơ cấu tổ chức của phòng hành chính nhân sự ban hành,,,
data/00. Văn bản Điều hành/[16] Phòng Hành chính - Nhân sự/495.QĐ-HCNS-Hướng dẫn lưu trữ văn bản trên sharepoint.11-8-2025.docx,[16] Phòng Hành Chính - Nhân Sự,495,2025,Quyết định,Phòng Hành chính – Nhân sự,,2025-08-11,,Đang lưu hành,Nội bộ,Hướng dẫn lưu trữ văn bản trên sharepoint,,,
data/00. Văn bản Điều hành/[16] Phòng Hành chính - Nhân sự/495.QĐ-HCNS-Hướng dẫn lưu trữ văn bản trên sharepoint.11-8-2025.pdf,[16] Phòng Hành Chính - Nhân Sự,495,2025,Quyết định,Phòng Hành chính – Nhân sự,,2025-08-11,,Đang lưu hành,Nội bộ,Hướng dẫn lưu trữ văn bản trên sharepoint,,,
data/00. Văn bản Điều hành/[16] Phòng Hành chính - Nhân sự/495.QĐ-HCNS-Quyết định Ban hành hướng dẫn lưu trữ văn bản trên sharepoint.11-8-2025.pdf,[16] Phòng Hành Chính - Nhân Sự,495,2025,Quyết định,Phòng Hành chính – Nhân sự,,2025-08-11,,Đang lưu hành,Nội bộ,Quyết định Ban hành hướng dẫn lưu trữ văn bản trên sharepoint,,,
data/00. Văn bản Điều hành/[16] Phòng Hành chính - Nhân sự/495.QĐ-HCNS-Quyết định Ban hành hướng dẫn lưu trữ văn bản trên sharepoint.11-8-2025_1.pdf,[16] Phòng Hành Chính - Nhân Sự,495,2025,Quyết định,Phòng Hành chính – Nhân sự,,2025-08-11,,Đang lưu hành,Nội bộ,Quyết định Ban hành hướng dẫn lưu trữ văn bản trên sharepoint,,,
data/00. Văn bản Điều hành/[16] Phòng Hành chính - Nhân sự/498.QĐ-CĐ-Quyết định Giảm mức thu đoàn phí- công đoàn.12-08-2025.pdf,[16] Phòng Hành Chính - Nhân Sự,498,2025,Quyết định,Phòng Hành chính – Nhân sự,,2025-08-12,,Đang lưu hành,Nội bộ,Quyết định Giảm mức thu đoàn phí- công đoàn,,,
data/00. Văn bản Điều hành/[16] Phòng Hành chính - Nhân sự/513.QĐ-HCNS-Bổ nhiệm Trợ lý Ban điều hành kiêm phó ban tài chính và kiểm soát nội bộ.21-08-2025.docx,[16] Phòng Hành Chính - Nhân Sự,513,2025,Quyết định,Phòng Hành chính – Nhân sự,,2025-08-21,,Đang lưu hành,Nội bộ,Bổ nhiệm Trợ lý Ban điều hành kiêm phó ban tài chính và kiểm soát nội bộ,,,
data/00. Văn bản Điều hành/[16] Phòng Hành chính - Nhân sự/513.QĐ-HCNS-Bổ nhiệm Trợ lý Ban điều hành kiêm phó ban tài chính và kiểm soát nội bộ.21-08-2025.pdf,[16] Phòng Hành Chính - Nhân Sự,513,2025,Quyết định,Phòng Hành chính – Nhân sự,,2025-08-21,,Đang lưu hành,Nội bộ,Bổ nhiệm Trợ lý Ban điều hành kiêm phó ban tài chính và kiểm soát nội bộ,,,
data/00. Văn bản Điều hành/[16] Phòng Hành chính - Nhân sự/526.QĐ-HCNS-Bổ nhiệm Kế toán trưởng-Trưởng phòng kế toán.26-08-2025.pdf,[16] Phòng Hành Chính - Nhân Sự,526,2025,Quyết định,Phòng Hành chính – Nhân sự,,2025-08-26,,Đang lưu hành,Nội bộ,Bổ nhiệm Kế toán trưởng-Trưởng phòng kế toán,,,
data/00. Văn bản Điều hành/[16] Phòng Hành chính - Nhân sự/527.QĐ-HCNS-Bổ nhiệm vị trí Phó ban An toàn-Sức khỏe-Môi trường.26-08-2025.docx,[16] Phòng Hành Chính - Nhân Sự,527,2025,Quyết định,Phòng Hành chính – Nhân sự,,2025-08-26,,Đang lưu hành,Nội bộ,Bổ nhiệm vị trí Phó ban An toàn-Sức khỏe-Môi trường,,,
data/00. Văn bản Điều hành/[16] Phòng Hành chính - Nhân sự/527.QĐ-HCNS-Bổ nhiệm vị trí Phó ban An toàn-Sức khỏe-Môi trường.26-08-2025.pdf,[16] Phòng Hành Chính - Nhân Sự,527,2025,Quyết định,Phòng Hành chính – Nhân sự,,2025-08-26,,Đang lưu hành,Nội bộ,Bổ nhiệm vị trí Phó ban An toàn-Sức khỏe-Môi trường,,,
data/00. Văn bản Điều hành/[16] Phòng Hành chính - Nhân sự/528.QĐ-HCNS-Miễn nhiệm vị trí Trưởng ban An toàn-Sức khỏe-Môi trường.26-08-2025.pdf,[16] Phòng Hành Chính - Nhân Sự,528,2025,Quyết định,Phòng Hành chính – Nhân sự,,2025-08-26,,Đang lưu hành,Nội bộ,Miễn nhiệm vị trí Trưởng ban An toàn-Sức khỏe-Môi trường,,,
data/00. Văn bản Điều hành/[16] Phòng Hành chính - Nhân sự/529.QĐ-HCNS-Miễn nhiệm vị trí Đội trưởng đội xe.26-08-2025.docx,[16] Phòng Hành Chính - Nhân Sự,529,2025,Quyết định,Phòng Hành chính – Nhân sự,,2025-08-26,,Đang lưu hành,Nội bộ,Miễn nhiệm vị trí Đội trưởng đội xe,,,
data/00. Văn bản Điều hành/[16] Phòng Hành chính - Nhân sự/529.QĐ-HCNS-Miễn nhiệm vị trí Đội trưởng đội xe.26-08-2025.pdf,[16] Phòng Hành Chính - Nhân Sự,529,2025,Quyết định,Phòng Hành chính – Nhân sự,,2025-08-26,,Đang lưu hành,Nội bộ,Miễn nhiệm vị trí Đội trưởng đội xe,,,
data/00. Văn bản Điều hành/[16] Phòng Hành chính - Nhân sự/530.QĐ-HCNS-Bổ nhiệm vị trí đội trưởng đội xe.26-08-2025.docx,[16] Phòng Hành Chính - Nhân Sự,530,2025,Quyết định,Phòng Hành chính – Nhân sự,,2025-08-26,,Đang lưu hành,Nội bộ,Bổ nhiệm vị trí đội trưởng đội xe,,,
data/00. Văn bản Điều hành/[16] Phòng Hành chính - Nhân sự/530.QĐ-HCNS-Bổ nhiệm vị trí đội trưởng đội xe.26-08-2025.pdf,[16] Phòng Hành Chính - Nhân Sự,530,2025,Quyết định,Phòng Hành chính – Nhân sự,,2025-08-26,,Đang lưu hành,Nội bộ,Bổ nhiệm vị trí đội trưởng đội xe,,,
"data/00. Văn bản Điều hành/[16] Phòng Hành chính - Nhân sự/531.QĐ-HCNS-Miễn nhiệm vị trí Trưởng bộ phận kho, bãi, bốc xếp.26-08-2025.docx",[16] Phòng Hành Chính - Nhân Sự,531,2025,Quyết định,Phòng Hành chính – Nhân sự,,2025-08-26,,Đang lưu hành,Nội bộ,"Miễn nhiệm vị trí Trưởng bộ phận kho, bãi, bốc xếp",,,
"data/00. Văn bản Điều hành/[16] Phòng Hành chính - Nhân sự/531.QĐ-HCNS-Miễn nhiệm vị trí Trưởng bộ phận kho, bãi, bốc xếp.26-08-2025.pdf",[16] Phòng Hành Chính - Nhân Sự,531,2025,Quyết định,Phòng Hành chính – Nhân sự,,2025-08-26,,Đang lưu hành,Nội bộ,"Miễn nhiệm vị trí Trưởng bộ phận kho, bãi, bốc xếp",,,
"data/00. Văn bản Điều hành/[16] Phòng Hành chính - Nhân sự/532.QĐ-HCNS-Bổ nhiệm vị trí Trưởng bộ phận kho, bãi, bốc xếp.26-08-2025.docx",[16] Phòng Hành Chính - Nhân Sự,532,2025,Quyết định,Phòng Hành chính – Nhân sự,,2025-08-26,,Đang lưu hành,Nội bộ,"Bổ nhiệm vị trí Trưởng bộ phận kho, bãi, bốc xếp",,,
"data/00. Văn bản Điều hành/[16] Phòng Hành chính - Nhân sự/532.QĐ-HCNS-Bổ nhiệm vị trí Trưởng bộ phận kho, bãi, bốc xếp.26-08-2025.pdf",[16] Phòng Hành Chính - Nhân Sự,532,2025,Quyết định,Phòng Hành chính – Nhân sự,,2025-08-26,,Đang lưu hành,Nội bộ,"Bổ nhiệm vị trí Trưởng bộ phận kho, bãi, bốc xếp",,,
data/00. Văn bản Điều hành/[16] Phòng Hành chính - Nhân sự/579.2025.QĐ-HCNS-Quy định quản lý văn bản.29-08-2025.docx,[16] Phòng Hành Chính - Nhân Sự,579,2025,Quyết định,Phòng Hành chính – Nhân sự,,2025-08-29,,Đang lưu hành,Nội bộ,Quy định quản lý văn bản,,,
data/00. Văn bản Điều hành/[16] Phòng Hành chính - Nhân sự/586.QĐ-HCNS-Bổ nhiệm Trưởng bộ phận tác nghiệp kinh doanh.04-09-2025.pdf,[16] Phòng Hành Chính - Nhân Sự,586,2025,Quyết định,Phòng Hành chính – Nhân sự,,2025-09-04,,Đang lưu hành,Nội bộ,Bổ nhiệm Trưởng bộ phận tác nghiệp kinh doanh,,,
data/00. Văn bản Điều hành/[16] Phòng Hành chính - Nhân sự/596.QĐ-HCNS-Bổ nhiệm Trưởng bộ phận kế hoạch-Phòng kế hoạch vật tư.11-09-2025.pdf,[16] Phòng Hành Chính - Nhân Sự,596,2025,Quyết định,Phòng Hành chính – Nhân sự,,2025-09-11,,Đang lưu hành,Nội bộ,Bổ nhiệm Trưởng bộ phận kế hoạch-Phòng kế hoạch vật tư,,,
data/00. Văn bản Điều hành/[16] Phòng Hành chính - Nhân sự/597.QĐ-HCNS-Bổ nhiệm Trưởng bộ phận mua hàng Phòng kế hoạch vật tư.11-09-2025.pdf,[16] Phòng Hành Chính - Nhân Sự,597,2025,Quyết định,Phòng Hành chính – Nhân sự,,2025-09-11,,Đang lưu hành,Nội bộ,Bổ nhiệm Trưởng bộ phận mua hàng Phòng kế hoạch vật tư,,,
data/00. Văn bản Điều hành/[16] Phòng Hành chính - Nhân sự/598.QĐ-HCNS-Bổ nhiệm Phó phòng kế hoạch vật tư.11-09-2025.pdf,[16] Phòng Hành Chính - Nhân Sự,598,2025,Quyết định,Phòng Hành chính – Nhân sự,,2025-09-11,,Đang lưu hành,Nội bộ,Bổ nhiệm Phó phòng kế hoạch vật tư,,,
data/00. Văn bản Điều hành/[16] Phòng Hành chính - Nhân sự/624.QĐ-HCNS-Bổ nhiệm Trưởng bộ phận kho-Phòng kế hoạch vật tư.19-9-2025.pdf,[16] Phòng Hành Chính - Nhân Sự,624,2025,Quyết định,Phòng Hành chính – Nhân sự,,2025-09-19,,Đang lưu hành,Nội bộ,Bổ nhiệm Trưởng bộ phận kho-Phòng kế hoạch vật tư,,,
data/00. Văn bản Điều hành/[16] Phòng Hành chính - Nhân sự/625.QĐ-HCNS-tặng bánh Trung thu cho CBNV.20-09-2025.pdf,[16] Phòng Hành Chính - Nhân Sự,625,2025,Quyết định,Phòng Hành chính – Nhân sự,,2025-09-20,,Đang lưu hành,Nội bộ,tặng bánh Trung thu cho CBNV,,,
data/00. Văn bản Điều hành/[16] Phòng Hành chính - Nhân sự/721.QĐ-HCNS-giao định mức tiêu hao nhiên liệu đối với xe con 05 chỗ 14A-736.53.06-10-2025.pdf,[16] Phòng Hành Chính - Nhân Sự,721,2025,Quyết định,Phòng Hành chính – Nhân sự,,2025-10-06,,Đang lưu hành,Nội bộ,giao định mức tiêu hao nhiên liệu đối với xe con 05 chỗ 14A-736.53,,,
data/00. Văn bản Điều hành/[16] Phòng Hành chính - Nhân sự/732.QĐ-HCNS-Thưởng CBNV nhân ngày phụ nữ Việt Nam 20-10-2025.10-10-2025.pdf,[16] Phòng Hành Chính - Nhân Sự,732,2025,Quyết định,Phòng Hành chính – Nhân sự,,2025-10-20,,Đang lưu hành,Nội bộ,Thưởng CBNV nhân ngày phụ nữ Việt Nam,,,
data/00. Văn bản Điều hành/[16] Phòng Hành chính - Nhân sự/733.2025.QĐ-HCNS-Luân chuyển công tác đối với ông Phạm Quốc Thụy.10-10-2025.pdf,[16] Phòng Hành Chính - Nhân Sự,733,2025,Quyết định,Phòng Hành chính – Nhân sự,,2025-10-10,,Đang lưu hành,Nội bộ,Luân chuyển công tác đối với ông Phạm Quốc Thụy,,,
data/00. Văn bản Điều hành/[16] Phòng Hành chính - Nhân sự/745.QĐ-HCNS-Bổ nhiệm Trưởng bộ phận công nghệ-P.kỹ thuật CN & CTSX.15-10-2025.pdf,[16] Phòng Hành Chính - Nhân Sự,745,2025,Quyết định,Phòng Hành chính – Nhân sự,,2025-10-15,,Đang lưu hành,Nội bộ,Bổ nhiệm Trưởng bộ phận công nghệ-P.kỹ thuật CN & CTSX,,,
data/00. Văn bản Điều hành/[16] Phòng Hành chính - Nhân sự/760.QĐ-HCNS-Tạm thời đình chỉ công việc đối với bà Nguyễn Vũ Hà Vân-Trưởng bộ phận PG.27-10-2025.pdf,[16] Phòng Hành Chính - Nhân Sự,760,2025,Quyết định,Phòng Hành chính – Nhân sự,,2025-10-27,,Đang lưu hành,Nội bộ,Tạm thời đình chỉ công việc đối với bà Nguyễn Vũ Hà Vân-Trưởng bộ phận PG,,,
data/00. Văn bản Điều hành/[16] Phòng Hành chính - Nhân sự/785.QĐ-HLB-Xử lý kỷ luật lao động.12-11-2025.pdf,[16] Phòng Hành Chính - Nhân Sự,785,2025,Quyết định,Phòng Hành chính – Nhân sự,,2025-11-12,,Đang lưu hành,Nội bộ,785.QĐ-HLB-Xử lý kỷ luật lao động.12-11-2025,,,
data/00. Văn bản Điều hành/[16] Phòng Hành chính - Nhân sự/793.QĐ-HCNS-Hỗ trợ cho CBNV bị thiệt hại sau cơn bão số 11 năm 2025.18-11-2025.pdf,[16] Phòng Hành Chính - Nhân Sự,793,2025,Quyết định,Phòng Hành chính – Nhân sự,,2025-11-18,,Đang lưu hành,Nội bộ,Hỗ trợ cho CBNV bị thiệt hại sau cơn bão số 11 năm 2025,,,
data/00. Văn bản Điều hành/[16] Phòng Hành chính - Nhân sự/808.QĐ-HCNS-Miễn nhiệm vị trí Trưởng phòng-Phòng kinh doanh bia hơi.27-11-2025.pdf,[16] Phòng Hành Chính - Nhân Sự,808,2025,Quyết định,Phòng Hành chính – Nhân sự,,2025-11-27,,Đang lưu hành,Nội bộ,Miễn nhiệm vị trí Trưởng phòng-Phòng kinh doanh bia hơi,,,
data/00. Văn bản Điều hành/[16] Phòng Hành chính - Nhân sự/809.QĐ-HCNS-Bổ nhiệm vị trí Phó phòng-Phòng kinh doanh bia hơi.27-11-2025.pdf,[16] Phòng Hành Chính - Nhân Sự,809,2025,Quyết định,Phòng Hành chính – Nhân sự,,2025-11-27,,Đang lưu hành,Nội bộ,Bổ nhiệm vị trí Phó phòng-Phòng kinh doanh bia hơi,,,
data/00. Văn bản Điều hành/[16] Phòng Hành chính - Nhân sự/820.QĐ-BHL-Quyết định của TGĐ Công ty Ban hành và áp dụng thực hiện bản mô tả công việc cho CBCNV.31-10-2024.pdf,[16] Phòng Hành Chính - Nhân Sự,820,2024,Quyết định,Phòng Hành chính – Nhân sự,,2024-10-31,,Đang lưu hành,Nội bộ,820.QĐ-BHL-Quyết định của TGĐ Công ty Ban hành và áp dụng thực hiện bản mô tả công việc cho CBCNV.31-10-2024,,,
data/00. Văn bản Điều hành/[16] Phòng Hành chính - Nhân sự/832.QĐ-BHL-Ban hành hệ thống định danh của Công ty.09-12-2025.pdf,[16] Phòng Hành Chính - Nhân Sự,832,2025,Quyết định,Phòng Hành chính – Nhân sự,,2025-12-09,,Đang lưu hành,Nội bộ,832.QĐ-BHL-Ban hành hệ thống định danh của Công ty.09-12-2025,,,
data/00. Văn bản Điều hành/[16] Phòng Hành chính - Nhân sự/838.QĐ-HCNS-ban hành quy trình quản lý hợp đồng.13-12-2025.pdf,[16] Phòng Hành Chính - Nhân Sự,838,2025,Quyết định,Phòng Hành chính – Nhân sự,,2025-12-13,,Đang lưu hành,Nội bộ,ban hành quy trình quản lý hợp đồng,,,
data/00. Văn bản Điều hành/[16] Phòng Hành chính - Nhân sự/866.QĐ-HCNS-Thành lập ban tổ chức Hội nghị người lao động và Tổng kết năm 2025.20-12-2025.docx,[16] Phòng Hành Chính - Nhân Sự,866,2025,Quyết định,Phòng Hành chính – Nhân sự,,2025-12-20,,Đang lưu hành,Nội bộ,Thành lập ban tổ chức Hội nghị người lao động và Tổng kết năm 2025,,,
data/00. Văn bản Điều hành/[16] Phòng Hành chính - Nhân sự/866.QĐ-HCNS-Thành lập ban tổ chức Hội nghị người lao động và Tổng kết năm 2025.20-12-2025.pdf,[16] Phòng Hành Chính - Nhân Sự,866,2025,Quyết định,Phòng Hành chính – Nhân sự,,2025-12-20,,Đang lưu hành,Nội bộ,Thành lập ban tổ chức Hội nghị người lao động và Tổng kết năm 2025,,,
data/00. Văn bản Điều hành/[16] Phòng Hành chính - Nhân sự/867.QĐ-HCNS-Thành lập Đội văn nghệ biểu diễn trong chương trình Hội nghị người lao động và Tổng kết năm 2025.20-12-2025.docx,[16] Phòng Hành Chính - Nhân Sự,867,2025,Quyết định,Phòng Hành chính – Nhân sự,,2025-12-20,,Đang lưu hành,Nội bộ,Thành lập Đội văn nghệ biểu diễn trong chương trình Hội nghị người lao động và Tổng kết năm 2025,,,
data/00. Văn bản Điều hành/[16] Phòng Hành chính - Nhân sự/867.QĐ-HCNS-Thành lập Đội văn nghệ biểu diễn trong chương trình Hội nghị người lao động và Tổng kết năm 2025.20-12-2025.pdf,[16] Phòng Hành Chính - Nhân Sự,867,2025,Quyết định,Phòng Hành chính – Nhân sự,,2025-12-20,,Đang lưu hành,Nội bộ,Thành lập Đội văn nghệ biểu diễn trong chương trình Hội nghị người lao động và Tổng kết năm 2025,,,
data/00. Văn bản Điều hành/[16] Phòng Hành chính - Nhân sự/868.QĐ-HCNS-Thành lập Đội khánh tiết hậu cần phục vụ sự kiện Hội nghị người lao động và Tổng kết năm 2025.20-12-2025.docx,[16] Phòng Hành Chính - Nhân Sự,868,2025,Quyết định,Phòng Hành chính – Nhân sự,,2025-12-20,,Đang lưu hành,Nội bộ,Thành lập Đội khánh tiết hậu cần phục vụ sự kiện Hội nghị người lao động và Tổng kết năm 2025,,,
data/00. Văn bản Điều hành/[16] Phòng Hành chính - Nhân sự/868.QĐ-HCNS-Thành lập Đội khánh tiết hậu cần phục vụ sự kiện Hội nghị người lao động và Tổng kết năm 2025.20-12-2025.pdf,[16] Phòng Hành Chính - Nhân Sự,868,2025,Quyết định,Phòng Hành chính – Nhân sự,,2025-12-20,,Đang lưu hành,Nội bộ,Thành lập Đội khánh tiết hậu cần phục vụ sự kiện Hội nghị người lao động và Tổng kết năm 2025,,,
data/00. Văn bản Điều hành/[16] Phòng Hành chính - Nhân sự/869.QĐ-HCNS-Thành lập Hội đồng thi đua khen thưởng năm 2025.20-12-2025.docx,[16] Phòng Hành Chính - Nhân Sự,869,2025,Quyết định,Phòng Hành chính – Nhân sự,,2025-12-20,,Đang lưu hành,Nội bộ,Thành lập Hội đồng thi đua khen thưởng năm 2025,,,
data/00. Văn bản Điều hành/[16] Phòng Hành chính - Nhân sự/869.QĐ-HCNS-Thành lập Hội đồng thi đua khen thưởng năm 2025.20-12-2025.pdf,[16] Phòng Hành Chính - Nhân Sự,869,2025,Quyết định,Phòng Hành chính – Nhân sự,,2025-12-20,,Đang lưu hành,Nội bộ,Thành lập Hội đồng thi đua khen thưởng năm 2025,,,
data/00. Văn bản Điều hành/[16] Phòng Hành chính - Nhân sự/875.2024.QĐ-HCNS-Hướng dẫn Thể thức kỹ thuật trình bày văn bản.01-12-2024.docx,[16] Phòng Hành Chính - Nhân Sự,875,2024,Quyết định,Phòng Hành chính – Nhân sự,,2024-12-01,,Đang lưu hành,Nội bộ,Hướng dẫn Thể thức kỹ thuật trình bày văn bản,,,
data/00. Văn bản Điều hành/[16] Phòng Hành chính - Nhân sự/875.2024.QĐ-HCNS-Hướng dẫn Thể thức kỹ thuật trình bày văn bản.01-12-2024.pdf,[16] Phòng Hành Chính - Nhân Sự,875,2024,Quyết định,Phòng Hành chính – Nhân sự,,2024-12-01,,Đang lưu hành,Nội bộ,Hướng dẫn Thể thức kỹ thuật trình bày văn bản,,,
data/00. Văn bản Điều hành/[16] Phòng Hành chính - Nhân sự/890.QĐ-BHL-Quyết định của TGĐ Công ty Định mức nhiên liệu tiêu thụ dầu xe ô tô 14B-041.30.09-12-2024.pdf,[16] Phòng Hành Chính - Nhân Sự,890,2024,Quyết định,Phòng Hành chính – Nhân sự,,2024-12-09,,Đang lưu hành,Nội bộ,890.QĐ-BHL-Quyết định của TGĐ Công ty Định mức nhiên liệu tiêu thụ dầu xe ô tô 14B-041.30.09-12-2024,,,
data/00. Văn bản Điều hành/[17] Phòng Kiểm soát chất lượng - KCS/122.ĐM.2026.QĐ-HCNS-Điều chuyển nhân sự.27-02-2026.pdf,[17] Phòng Kiểm Soát Chất Lượng - KCS,122,2026,Quyết định,Phòng Kiểm soát Chất lượng – KCS,,2026-02-27,,Đang lưu hành,Nội bộ,Điều chuyển nhân sự,,,
data/00. Văn bản Điều hành/[17] Phòng Kiểm soát chất lượng - KCS/136.2026.QĐ-ĐM-Miễn nhiệm vị trí Trưởng bộ phận KCS.09-03-2026.pdf,[17] Phòng Kiểm Soát Chất Lượng - KCS,136,2026,Quyết định,Phòng Kiểm soát Chất lượng – KCS,,2026-03-09,,Đang lưu hành,Nội bộ,136.2026.QĐ-ĐM-Miễn nhiệm vị trí Trưởng bộ phận KCS.09-03-2026,,,
data/00. Văn bản Điều hành/[17] Phòng Kiểm soát chất lượng - KCS/139.2025.QĐ-HCNS-Quyết định của Quy trình phân tích mối nguy sản phẩm bia tươi loại keg 20 lít.14-03-2025.docx,[17] Phòng Kiểm Soát Chất Lượng - KCS,139,2025,Quyết định,Phòng Kiểm soát Chất lượng – KCS,,2025-03-14,,Đang lưu hành,Nội bộ,Quyết định của Quy trình phân tích mối nguy sản phẩm bia tươi loại keg 20 lít,,,
