FilePath,FolderTarget,SoVanBan,NamBanHanh,LoaiVanBan,DonViSoanThao,NguoiKy,NgayBanHanh,NgayHetHieuLuc,TrangThai,MucDoBaoMat,TrichYeu,VanBanThayThe,VanBanLienQuan,Tags
data/00. Văn bản Điều hành/[03] Giám Đốc Tài Chính và Quản trị/453.QĐ-HLB-Quyết định Bổ nhiệm Giám đốc Tài chính và Quản trị.25-7-2025.pdf,[03] Giám Đốc Tài Chính và Quản Trị,453,2025,Quyết định,Giám đốc Tài chính và Quản trị,,2025-07-25,,Đang lưu hành,Nội bộ,453.QĐ-HLB-Quyết định Bổ nhiệm Giám đốc Tài chính và Quản trị.25-7-2025,,,
data/00. Văn bản Điều hành/[06.02]Phó giám đốc sản xuất - kỹ thuật/295.2026.QĐ-HCNS-Điều chỉnh chức danh đối với bà Nguyễn Thị Chi.15-5-2026.pdf,[06.02] Phó Giám Đốc Sản Xuất - Kỹ Thuật,295,2026,Quyết định,Phó Giám đốc Sản xuất – Kỹ thuật,,2026-05-15,,Đang lưu hành,Nội bộ,Điều chỉnh chức danh đối với bà Nguyễn Thị Chi,,,
data/00. Văn bản Điều hành/[06.02]Phó giám đốc sản xuất - kỹ thuật/528.2026.QĐ-HCNS-Ban hành quy định về chức năng nhiệm vụ của Phó Giám đốc sản xuất-kỹ thuật.22-05-2026.docx,[06.02] Phó Giám Đốc Sản Xuất - Kỹ Thuật,528,2026,Quyết định,Phó Giám đốc Sản xuất – Kỹ thuật,,2026-05-22,,Đang lưu hành,Nội bộ,Ban hành quy định về chức năng nhiệm vụ của Phó Giám đốc sản xuất-kỹ thuật,,,
data/00. Văn bản Điều hành/[06.02]Phó giám đốc sản xuất - kỹ thuật/528.2026.QĐ-HCNS-Ban hành quy định về chức năng nhiệm vụ của Phó Giám đốc sản xuất-kỹ thuật.22-05-2026.pdf,[06.02] Phó Giám Đốc Sản Xuất - Kỹ Thuật,528,2026,Quyết định,Phó Giám đốc Sản xuất – Kỹ thuật,,2026-05-22,,Đang lưu hành,Nội bộ,Ban hành quy định về chức năng nhiệm vụ của Phó Giám đốc sản xuất-kỹ thuật,,,
data/00. Văn bản Điều hành/[08] Ban Tài chính - Kiểm soát nội bộ/513.QĐ-HCNS-Bổ nhiệm Trợ lý Ban điều hành kiêm phó ban tài chính và kiểm soát nội bộ.21-08-2025.pdf,[08] Ban Tài Chính - Kiểm Soát Nội Bộ,513,2025,Quyết định,Ban Tài chính – Kiểm soát nội bộ,,2025-08-21,,Đang lưu hành,Nội bộ,Bổ nhiệm Trợ lý Ban điều hành kiêm phó ban tài chính và kiểm soát nội bộ,,,
data/00. Văn bản Điều hành/[09] Ban S-H-E/247.QĐ-HCNS-Quyết định Miễn nhiệm vị trí Phó ban SHE.02-07-2025.pdf,[09] Ban S-H-E,247,2025,Quyết định,Ban S-H-E,,2025-07-02,,Đang lưu hành,Nội bộ,Quyết định Miễn nhiệm vị trí Phó ban SHE,,,
data/00. Văn bản Điều hành/[09] Ban S-H-E/527.QĐ-HCNS-Bổ nhiệm vị trí Phó ban An toàn-Sức khỏe-Môi trường.26-08-2025.pdf,[09] Ban S-H-E,527,2025,Quyết định,Ban S-H-E,,2025-08-26,,Đang lưu hành,Nội bộ,Bổ nhiệm vị trí Phó ban An toàn-Sức khỏe-Môi trường,,,
data/00. Văn bản Điều hành/[09] Ban S-H-E/528.QĐ-HCNS-Miễn nhiệm vị trí Trưởng ban An toàn-Sức khỏe-Môi trường.26-08-2025.pdf,[09] Ban S-H-E,528,2025,Quyết định,Ban S-H-E,,2025-08-26,,Đang lưu hành,Nội bộ,Miễn nhiệm vị trí Trưởng ban An toàn-Sức khỏe-Môi trường,,,
"data/00. Văn bản Điều hành/[10] Phòng Kỹ Thuật, Công Nghệ, và Cải Tiến Sản Xuất/122.QĐ-ĐM-Điều chuyển nhân sự.27-02-2026.pdf","[10] Phòng Kỹ Thuật, Công Nghệ và Cải Tiến Sản Xuất",122,2026,Quyết định,"Phòng Kỹ thuật, Công nghệ và Cải tiến Sản xuất",,2026-02-27,,Đang lưu hành,Nội bộ,122.QĐ-ĐM-Điều chuyển nhân sự.27-02-2026,,,
"data/00. Văn bản Điều hành/[10] Phòng Kỹ Thuật, Công Nghệ, và Cải Tiến Sản Xuất/157.2025.QĐ-HCNS-hướng dẫn lộ trình trụ cột lãnh đạo Leadership.21-3-2025.docx","[10] Phòng Kỹ Thuật, Công Nghệ và Cải Tiến Sản Xuất",157,2025,Quyết định,"Phòng Kỹ thuật, Công nghệ và Cải tiến Sản xuất",,2025-03-21,,Đang lưu hành,Nội bộ,hướng dẫn lộ trình trụ cột lãnh đạo Leadership,,,
"data/00. Văn bản Điều hành/[10] Phòng Kỹ Thuật, Công Nghệ, và Cải Tiến Sản Xuất/157.2025.QĐ-HCNS-hướng dẫn lộ trình trụ cột lãnh đạo Leadership.21-3-2025.pdf","[10] Phòng Kỹ Thuật, Công Nghệ và Cải Tiến Sản Xuất",157,2025,Quyết định,"Phòng Kỹ thuật, Công nghệ và Cải tiến Sản xuất",,2025-03-21,,Đang lưu hành,Nội bộ,hướng dẫn lộ trình trụ cột lãnh đạo Leadership,,,
"data/00. Văn bản Điều hành/[10] Phòng Kỹ Thuật, Công Nghệ, và Cải Tiến Sản Xuất/158.2025.QĐ-HCNS-hướng dẫn lộ trình trụ cột bảo trì kế hoạch PM.21-3-2025.docx","[10] Phòng Kỹ Thuật, Công Nghệ và Cải Tiến Sản Xuất",158,2025,Quyết định,"Phòng Kỹ thuật, Công nghệ và Cải tiến Sản xuất",,2025-03-21,,Đang lưu hành,Nội bộ,hướng dẫn lộ trình trụ cột bảo trì kế hoạch PM,,,
"data/00. Văn bản Điều hành/[10] Phòng Kỹ Thuật, Công Nghệ, và Cải Tiến Sản Xuất/158.2025.QĐ-HCNS-hướng dẫn lộ trình trụ cột bảo trì kế hoạch PM.21-3-2025.pdf","[10] Phòng Kỹ Thuật, Công Nghệ và Cải Tiến Sản Xuất",158,2025,Quyết định,"Phòng Kỹ thuật, Công nghệ và Cải tiến Sản xuất",,2025-03-21,,Đang lưu hành,Nội bộ,hướng dẫn lộ trình trụ cột bảo trì kế hoạch PM,,,
"data/00. Văn bản Điều hành/[10] Phòng Kỹ Thuật, Công Nghệ, và Cải Tiến Sản Xuất/158.2025.QĐ-HCNS-Hướng dẫn lộ trình trụ cột bảo trì kế hoạch PM.21-3-2025_1.docx","[10] Phòng Kỹ Thuật, Công Nghệ và Cải Tiến Sản Xuất",158,2025,Quyết định,"Phòng Kỹ thuật, Công nghệ và Cải tiến Sản xuất",,2025-03-21,,Đang lưu hành,Nội bộ,Hướng dẫn lộ trình trụ cột bảo trì kế hoạch PM,,,
"data/00. Văn bản Điều hành/[10] Phòng Kỹ Thuật, Công Nghệ, và Cải Tiến Sản Xuất/158.2025.QĐ-HCNS-Hướng dẫn lộ trình trụ cột bảo trì kế hoạch PM.21-3-2025_1.pdf","[10] Phòng Kỹ Thuật, Công Nghệ và Cải Tiến Sản Xuất",158,2025,Quyết định,"Phòng Kỹ thuật, Công nghệ và Cải tiến Sản xuất",,2025-03-21,,Đang lưu hành,Nội bộ,Hướng dẫn lộ trình trụ cột bảo trì kế hoạch PM,,,
"data/00. Văn bản Điều hành/[10] Phòng Kỹ Thuật, Công Nghệ, và Cải Tiến Sản Xuất/159.2025.QĐ-HCNS-Lưu đồ quy trình điều phối cải tiến sản xuất.21-3-2025.vsdx","[10] Phòng Kỹ Thuật, Công Nghệ và Cải Tiến Sản Xuất",159,2025,Quyết định,"Phòng Kỹ thuật, Công nghệ và Cải tiến Sản xuất",,2025-03-21,,Đang lưu hành,Nội bộ,Lưu đồ quy trình điều phối cải tiến sản xuất,,,
"data/00. Văn bản Điều hành/[10] Phòng Kỹ Thuật, Công Nghệ, và Cải Tiến Sản Xuất/159.2025.QĐ-HCNS-quy trình điều phối cải tiến sản xuất.21-3-2025.docx","[10] Phòng Kỹ Thuật, Công Nghệ và Cải Tiến Sản Xuất",159,2025,Quyết định,"Phòng Kỹ thuật, Công nghệ và Cải tiến Sản xuất",,2025-03-21,,Đang lưu hành,Nội bộ,quy trình điều phối cải tiến sản xuất,,,
"data/00. Văn bản Điều hành/[10] Phòng Kỹ Thuật, Công Nghệ, và Cải Tiến Sản Xuất/159.2025.QĐ-HCNS-quy trình điều phối cải tiến sản xuất.21-3-2025.pdf","[10] Phòng Kỹ Thuật, Công Nghệ và Cải Tiến Sản Xuất",159,2025,Quyết định,"Phòng Kỹ thuật, Công nghệ và Cải tiến Sản xuất",,2025-03-21,,Đang lưu hành,Nội bộ,quy trình điều phối cải tiến sản xuất,,,
"data/00. Văn bản Điều hành/[10] Phòng Kỹ Thuật, Công Nghệ, và Cải Tiến Sản Xuất/167.2025.QĐ-HCNS-Hướng dẫn lộ trình trụ cột bảo trì tự quản AM.24-3-2025.docx","[10] Phòng Kỹ Thuật, Công Nghệ và Cải Tiến Sản Xuất",167,2025,Quyết định,"Phòng Kỹ thuật, Công nghệ và Cải tiến Sản xuất",,2025-03-24,,Đang lưu hành,Nội bộ,Hướng dẫn lộ trình trụ cột bảo trì tự quản AM,,,
"data/00. Văn bản Điều hành/[10] Phòng Kỹ Thuật, Công Nghệ, và Cải Tiến Sản Xuất/167.2025.QĐ-HCNS-Hướng dẫn lộ trình trụ cột bảo trì tự quản AM.24-3-2025.pdf","[10] Phòng Kỹ Thuật, Công Nghệ và Cải Tiến Sản Xuất",167,2025,Quyết định,"Phòng Kỹ thuật, Công nghệ và Cải tiến Sản xuất",,2025-03-24,,Đang lưu hành,Nội bộ,Hướng dẫn lộ trình trụ cột bảo trì tự quản AM,,,
"data/00. Văn bản Điều hành/[10] Phòng Kỹ Thuật, Công Nghệ, và Cải Tiến Sản Xuất/175.2025.QĐ-HCNS-Hướng dẫn lộ trình trụ cột chất lượng tiến bộ PQ.28-3-2025.docx","[10] Phòng Kỹ Thuật, Công Nghệ và Cải Tiến Sản Xuất",175,2025,Quyết định,"Phòng Kỹ thuật, Công nghệ và Cải tiến Sản xuất",,2025-03-28,,Đang lưu hành,Nội bộ,Hướng dẫn lộ trình trụ cột chất lượng tiến bộ PQ,,,
"data/00. Văn bản Điều hành/[10] Phòng Kỹ Thuật, Công Nghệ, và Cải Tiến Sản Xuất/175.2025.QĐ-HCNS-Hướng dẫn lộ trình trụ cột chất lượng tiến bộ PQ.28-3-2025.pdf","[10] Phòng Kỹ Thuật, Công Nghệ và Cải Tiến Sản Xuất",175,2025,Quyết định,"Phòng Kỹ thuật, Công nghệ và Cải tiến Sản xuất",,2025-03-28,,Đang lưu hành,Nội bộ,Hướng dẫn lộ trình trụ cột chất lượng tiến bộ PQ,,,
"data/00. Văn bản Điều hành/[10] Phòng Kỹ Thuật, Công Nghệ, và Cải Tiến Sản Xuất/201.QĐ-HCNS-Bổ nhiệm Chuyên gia cấp 2 kiêm Quản lý phòng Kỹ thuật Công nghệ và cải tiến sản xuất.26-03-2026.pdf","[10] Phòng Kỹ Thuật, Công Nghệ và Cải Tiến Sản Xuất",201,2026,Quyết định,"Phòng Kỹ thuật, Công nghệ và Cải tiến Sản xuất",,2026-03-26,,Đang lưu hành,Nội bộ,Bổ nhiệm Chuyên gia cấp 2 kiêm Quản lý phòng Kỹ thuật Công nghệ và cải tiến sản xuất,,,
"data/00. Văn bản Điều hành/[10] Phòng Kỹ Thuật, Công Nghệ, và Cải Tiến Sản Xuất/225.2025.QĐ-HCNS-quy trình quản lý công thức và thực hiện các công đoạn sản xuất bia.15-4-2025.pdf","[10] Phòng Kỹ Thuật, Công Nghệ và Cải Tiến Sản Xuất",225,2025,Quyết định,"Phòng Kỹ thuật, Công nghệ và Cải tiến Sản xuất",,2025-04-15,,Đang lưu hành,Nội bộ,quy trình quản lý công thức và thực hiện các công đoạn sản xuất bia,,,
"data/00. Văn bản Điều hành/[10] Phòng Kỹ Thuật, Công Nghệ, và Cải Tiến Sản Xuất/231.QĐ-HCNS-Quyết định Điều chuyển nhân sự.19-04-2025.pdf","[10] Phòng Kỹ Thuật, Công Nghệ và Cải Tiến Sản Xuất",231,2025,Quyết định,"Phòng Kỹ thuật, Công nghệ và Cải tiến Sản xuất",,2025-04-19,,Đang lưu hành,Nội bộ,Quyết định Điều chuyển nhân sự,,,
"data/00. Văn bản Điều hành/[10] Phòng Kỹ Thuật, Công Nghệ, và Cải Tiến Sản Xuất/338.QĐ-HCNS-hướng dẫn lộ trình trụ cột an toàn Safety.04-06-2025.pdf","[10] Phòng Kỹ Thuật, Công Nghệ và Cải Tiến Sản Xuất",338,2025,Quyết định,"Phòng Kỹ thuật, Công nghệ và Cải tiến Sản xuất",,2025-06-04,,Đang lưu hành,Nội bộ,hướng dẫn lộ trình trụ cột an toàn Safety,,,
"data/00. Văn bản Điều hành/[10] Phòng Kỹ Thuật, Công Nghệ, và Cải Tiến Sản Xuất/339.QĐ-HCNS-hướng dẫn lộ trình trụ cột kho vận Logistics.04-06-2025.pdf","[10] Phòng Kỹ Thuật, Công Nghệ và Cải Tiến Sản Xuất",339,2025,Quyết định,"Phòng Kỹ thuật, Công nghệ và Cải tiến Sản xuất",,2025-06-04,,Đang lưu hành,Nội bộ,hướng dẫn lộ trình trụ cột kho vận Logistics,,,
"data/00. Văn bản Điều hành/[10] Phòng Kỹ Thuật, Công Nghệ, và Cải Tiến Sản Xuất/359.QĐ-HCNS-hướng dẫn lộ trình trụ cột phát triển Nhân lực và tổ chức POD.13-06-2025.pdf","[10] Phòng Kỹ Thuật, Công Nghệ và Cải Tiến Sản Xuất",359,2025,Quyết định,"Phòng Kỹ thuật, Công nghệ và Cải tiến Sản xuất",,2025-06-13,,Đang lưu hành,Nội bộ,hướng dẫn lộ trình trụ cột phát triển Nhân lực và tổ chức POD,,,
"data/00. Văn bản Điều hành/[10] Phòng Kỹ Thuật, Công Nghệ, và Cải Tiến Sản Xuất/413.2026.QĐ-HCNS-ban hành định mức tiêu hao nguyên nhiên vật liệu năm 2026 đối với các sản phẩm bia hơi bia chai và bia lon.24-04-2026.pdf","[10] Phòng Kỹ Thuật, Công Nghệ và Cải Tiến Sản Xuất",413,2026,Quyết định,"Phòng Kỹ thuật, Công nghệ và Cải tiến Sản xuất",,2026-04-24,,Đang lưu hành,Nội bộ,ban hành định mức tiêu hao nguyên nhiên vật liệu năm 2026 đối với các sản phẩm bia hơi bia chai và bia lon,,,
"data/00. Văn bản Điều hành/[10] Phòng Kỹ Thuật, Công Nghệ, và Cải Tiến Sản Xuất/473.2026.QĐ-HCNS-Ban hành công thức cho dòng bia Sapphire cao độ 14oP-sản xuất tại phân xưởng Đông Mai.14-05-2026.pdf","[10] Phòng Kỹ Thuật, Công Nghệ và Cải Tiến Sản Xuất",473,2026,Quyết định,"Phòng Kỹ thuật, Công nghệ và Cải tiến Sản xuất",,2026-05-14,,Đang lưu hành,Nội bộ,Ban hành công thức cho dòng bia Sapphire cao độ 14oP-sản xuất tại phân xưởng Đông Mai,,,
"data/00. Văn bản Điều hành/[10] Phòng Kỹ Thuật, Công Nghệ, và Cải Tiến Sản Xuất/478.QĐ-R&D-Quyết định Thành lập Ban nghiên cứu và Phát triển sản phẩm mới Ban R&D.04-8-2025.docx","[10] Phòng Kỹ Thuật, Công Nghệ và Cải Tiến Sản Xuất",478,2025,Quyết định,"Phòng Kỹ thuật, Công nghệ và Cải tiến Sản xuất",,2025-08-04,,Đang lưu hành,Nội bộ,478.QĐ-R&D-Quyết định Thành lập Ban nghiên cứu và Phát triển sản phẩm mới Ban R&D.04-8-2025,,,
"data/00. Văn bản Điều hành/[10] Phòng Kỹ Thuật, Công Nghệ, và Cải Tiến Sản Xuất/478.QĐ-R&D-Quyết định Thành lập Ban nghiên cứu và Phát triển sản phẩm mới Ban R&D.04-8-2025.pdf","[10] Phòng Kỹ Thuật, Công Nghệ và Cải Tiến Sản Xuất",478,2025,Quyết định,"Phòng Kỹ thuật, Công nghệ và Cải tiến Sản xuất",,2025-08-04,,Đang lưu hành,Nội bộ,478.QĐ-R&D-Quyết định Thành lập Ban nghiên cứu và Phát triển sản phẩm mới Ban R&D.04-8-2025,,,
"data/00. Văn bản Điều hành/[10] Phòng Kỹ Thuật, Công Nghệ, và Cải Tiến Sản Xuất/479.QĐ-R&D-Quyết định Thành lập Nhóm Brewers(Nhóm kỹ thuật-sản xuất)thuộc ban R&D.04-08-2025.docx","[10] Phòng Kỹ Thuật, Công Nghệ và Cải Tiến Sản Xuất",479,2025,Quyết định,"Phòng Kỹ thuật, Công nghệ và Cải tiến Sản xuất",,2025-08-04,,Đang lưu hành,Nội bộ,479.QĐ-R&D-Quyết định Thành lập Nhóm Brewers(Nhóm kỹ thuật-sản xuất)thuộc ban R&D.04-08-2025,,,
"data/00. Văn bản Điều hành/[10] Phòng Kỹ Thuật, Công Nghệ, và Cải Tiến Sản Xuất/479.QĐ-R&D-Quyết định Thành lập Nhóm Brewers(Nhóm kỹ thuật-sản xuất)thuộc ban R&D.04-08-2025.pdf","[10] Phòng Kỹ Thuật, Công Nghệ và Cải Tiến Sản Xuất",479,2025,Quyết định,"Phòng Kỹ thuật, Công nghệ và Cải tiến Sản xuất",,2025-08-04,,Đang lưu hành,Nội bộ,479.QĐ-R&D-Quyết định Thành lập Nhóm Brewers(Nhóm kỹ thuật-sản xuất)thuộc ban R&D.04-08-2025,,,
"data/00. Văn bản Điều hành/[10] Phòng Kỹ Thuật, Công Nghệ, và Cải Tiến Sản Xuất/745.QĐ-HCNS-Bổ nhiệm Trưởng bộ phận công nghệ-P.kỹ thuật CN và CTSX.15-10-2025.pdf","[10] Phòng Kỹ Thuật, Công Nghệ và Cải Tiến Sản Xuất",745,2025,Quyết định,"Phòng Kỹ thuật, Công nghệ và Cải tiến Sản xuất",,2025-10-15,,Đang lưu hành,Nội bộ,Bổ nhiệm Trưởng bộ phận công nghệ-P.kỹ thuật CN và CTSX,,,
"data/00. Văn bản Điều hành/[10] Phòng Kỹ Thuật, Công Nghệ, và Cải Tiến Sản Xuất/820.QĐ-BHL-Mô tả công việc Phòng KTCN & CTSX ban hành.31-10-2024.pdf","[10] Phòng Kỹ Thuật, Công Nghệ và Cải Tiến Sản Xuất",820,2024,Quyết định,"Phòng Kỹ thuật, Công nghệ và Cải tiến Sản xuất",,2024-10-31,,Đang lưu hành,Nội bộ,820.QĐ-BHL-Mô tả công việc Phòng KTCN & CTSX ban hành.31-10-2024,,,
data/00. Văn bản Điều hành/[11] Phòng Vận hành Kinh Doanh/586.QĐ-HCNS-Bổ nhiệm Trưởng bộ phận tác nghiệp kinh doanh.04-09-2025.pdf,[11] Phòng Vận Hành Kinh Doanh,586,2025,Quyết định,Phòng Vận hành Kinh doanh,,2025-09-04,,Đang lưu hành,Nội bộ,Bổ nhiệm Trưởng bộ phận tác nghiệp kinh doanh,,,
data/00. Văn bản Điều hành/[12] Phòng Marketing/760.QĐ-HCNS-Tạm thời đình chỉ công việc đối với bà Nguyễn Vũ Hà Vân-Trưởng bộ phận PG.27-10-2025.pdf,[12] Phòng Marketing,760,2025,Quyết định,Phòng Marketing,,2025-10-27,,Đang lưu hành,Nội bộ,Tạm thời đình chỉ công việc đối với bà Nguyễn Vũ Hà Vân-Trưởng bộ phận PG,,,
data/00. Văn bản Điều hành/[12] Phòng Marketing/785.QĐ-HLB-Xử lý kỷ luật lao động.12-11-2025.pdf,[12] Phòng Marketing,785,2025,Quyết định,Phòng Marketing,,2025-11-12,,Đang lưu hành,Nội bộ,785.QĐ-HLB-Xử lý kỷ luật lao động.12-11-2025,,,
data/00. Văn bản Điều hành/[13] Phòng Kinh doanh Bia hơi/808.QĐ-HCNS-Miễn nhiệm vị trí Trưởng phòng-Phòng kinh doanh bia hơi.27-11-2025.pdf,[13] Phòng Kinh Doanh Bia Hơi,808,2025,Quyết định,Phòng Kinh doanh Bia hơi,,2025-11-27,,Đang lưu hành,Nội bộ,Miễn nhiệm vị trí Trưởng phòng-Phòng kinh doanh bia hơi,,,
data/00. Văn bản Điều hành/[13] Phòng Kinh doanh Bia hơi/809.QĐ-HCNS-Bổ nhiệm vị trí Phó phòng-Phòng kinh doanh bia hơi.27-11-2025.pdf,[13] Phòng Kinh Doanh Bia Hơi,809,2025,Quyết định,Phòng Kinh doanh Bia hơi,,2025-11-27,,Đang lưu hành,Nội bộ,Bổ nhiệm vị trí Phó phòng-Phòng kinh doanh bia hơi,,,
data/00. Văn bản Điều hành/[14] Phòng Kế Toán/313.QĐ-HCNS-Quyết định Ban hành quy trình khóa sổ kế toán.24-05-2025.pdf,[14] Phòng Kế Toán,313,2025,Quyết định,Phòng Kế toán,,2025-05-24,,Đang lưu hành,Nội bộ,Quyết định Ban hành quy trình khóa sổ kế toán,,,
data/00. Văn bản Điều hành/[14] Phòng Kế Toán/346.QĐ-HCNS-Quyết định Ban hành quy trình lập và nộp báo cáo tài chính.10-06-2025.pdf,[14] Phòng Kế Toán,346,2025,Quyết định,Phòng Kế toán,,2025-06-10,,Đang lưu hành,Nội bộ,Quyết định Ban hành quy trình lập và nộp báo cáo tài chính,,,
data/00. Văn bản Điều hành/[14] Phòng Kế Toán/347.2025.QĐ-HCNS-Quyết định Ban hành hướng dẫn nghiệp vụ quyết toán biển quảng cáo trên thị trường.10-06-2025.pdf,[14] Phòng Kế Toán,347,2025,Quyết định,Phòng Kế toán,,2025-06-10,,Đang lưu hành,Nội bộ,Quyết định Ban hành hướng dẫn nghiệp vụ quyết toán biển quảng cáo trên thị trường,,,
data/00. Văn bản Điều hành/[14] Phòng Kế Toán/349.QĐ-HCNS-Quyết định Ban hành quy trình tính giá thành.10-06-2025.docx,[14] Phòng Kế Toán,349,2025,Quyết định,Phòng Kế toán,,2025-06-10,,Đang lưu hành,Nội bộ,Quyết định Ban hành quy trình tính giá thành,,,
data/00. Văn bản Điều hành/[14] Phòng Kế Toán/349.QĐ-HCNS-Quyết định Ban hành quy trình tính giá thành.10-06-2025.pdf,[14] Phòng Kế Toán,349,2025,Quyết định,Phòng Kế toán,,2025-06-10,,Đang lưu hành,Nội bộ,Quyết định Ban hành quy trình tính giá thành,,,
data/00. Văn bản Điều hành/[14] Phòng Kế Toán/38.2024.QĐ-NS-Quy định về chức năng nhiệm vụ và cơ cấu tổ chức của Phòng Kế Toán.02-01-2024.docx,[14] Phòng Kế Toán,38,2024,Quyết định,Phòng Kế toán,,2024-01-02,,Đang lưu hành,Nội bộ,38.2024.QĐ-NS-Quy định về chức năng nhiệm vụ và cơ cấu tổ chức của Phòng Kế Toán.02-01-2024,,,
data/00. Văn bản Điều hành/[14] Phòng Kế Toán/38.2024.QĐ-NS-Quy định về chức năng nhiệm vụ và cơ cấu tổ chức của Phòng Kế Toán.02-01-2024.pdf,[14] Phòng Kế Toán,38,2024,Quyết định,Phòng Kế toán,,2024-01-02,,Đang lưu hành,Nội bộ,38.2024.QĐ-NS-Quy định về chức năng nhiệm vụ và cơ cấu tổ chức của Phòng Kế Toán.02-01-2024,,,
data/00. Văn bản Điều hành/[14] Phòng Kế Toán/412.TB-KT-Thông báo thanh toán theo Nghị định số 181-2025-NĐ-CP ban hành ngày 01 tháng 07 năm 2025.08-07-2025.pdf,[14] Phòng Kế Toán,412,2025,Thông báo,Phòng Kế toán,,2025-07-08,,Đang lưu hành,Nội bộ,Thông báo thanh toán theo Nghị định số 181-2025-NĐ-CP ban hành ngày 01 tháng 07 năm 2025,,,
data/00. Văn bản Điều hành/[14] Phòng Kế Toán/45.QĐ-HCNS-Quyết định của Tổng Giám Đốc Công ty ban hành quy trình kiểm kê tài sản và hàng tồn kho.23-01-2025.docx,[14] Phòng Kế Toán,45,2025,Quyết định,Phòng Kế toán,,2025-01-23,,Đang lưu hành,Nội bộ,Quyết định của Tổng Giám Đốc Công ty ban hành quy trình kiểm kê tài sản và hàng tồn kho,,,
data/00. Văn bản Điều hành/[14] Phòng Kế Toán/45.QĐ-HCNS-Quyết định của Tổng Giám Đốc Công ty ban hành quy trình kiểm kê tài sản và hàng tồn kho.23-01-2025.pdf,[14] Phòng Kế Toán,45,2025,Quyết định,Phòng Kế toán,,2025-01-23,,Đang lưu hành,Nội bộ,Quyết định của Tổng Giám Đốc Công ty ban hành quy trình kiểm kê tài sản và hàng tồn kho,,,
"data/00. Văn bản Điều hành/[14] Phòng Kế Toán/462.2026.QĐ-HCNS-thành lập tổ thanh lý tài sản, công cụ dụng cụ năm 2026.09-05-2026.pdf",[14] Phòng Kế Toán,462,2026,Quyết định,Phòng Kế toán,,2026-05-09,,Đang lưu hành,Nội bộ,"thành lập tổ thanh lý tài sản, công cụ dụng cụ năm 2026",,,
data/00. Văn bản Điều hành/[14] Phòng Kế Toán/481.2026.QĐ-HCNS-Giao định mức tiêu hao nhiên liệu đối với xe con 5 chỗ 14A-509.30.15-05-2026.pdf,[14] Phòng Kế Toán,481,2026,Quyết định,Phòng Kế toán,,2026-05-15,,Đang lưu hành,Nội bộ,Giao định mức tiêu hao nhiên liệu đối với xe con 5 chỗ 14A-509.30,,,
data/00. Văn bản Điều hành/[14] Phòng Kế Toán/526.QĐ-HCNS-Bổ nhiệm Kế toán trưởng-Trưởng phòng kế toán.26-08-2025.pdf,[14] Phòng Kế Toán,526,2025,Quyết định,Phòng Kế toán,,2025-08-26,,Đang lưu hành,Nội bộ,Bổ nhiệm Kế toán trưởng-Trưởng phòng kế toán,,,
data/00. Văn bản Điều hành/[14] Phòng Kế Toán/721.QĐ-HCNS-giao định mức tiêu hao nhiên liệu đối với xe con 05 chỗ 14A-736.53.06-10-2025.pdf,[14] Phòng Kế Toán,721,2025,Quyết định,Phòng Kế toán,,2025-10-06,,Đang lưu hành,Nội bộ,giao định mức tiêu hao nhiên liệu đối với xe con 05 chỗ 14A-736.53,,,
data/00. Văn bản Điều hành/[14] Phòng Kế Toán/763.QĐ-HCNS-ban hành hướng dẫn thanh toán công tác phí.30-10-2025.pdf,[14] Phòng Kế Toán,763,2025,Quyết định,Phòng Kế toán,,2025-10-30,,Đang lưu hành,Nội bộ,ban hành hướng dẫn thanh toán công tác phí,,,
"data/00. Văn bản Điều hành/[14] Phòng Kế Toán/836.QĐ-HCNS-Thực hiện kiểm kê vật tư, tài sản, tiền vốn, CCDC năm 2025.12-12-2025.pdf",[14] Phòng Kế Toán,836,2025,Quyết định,Phòng Kế toán,,2025-12-12,,Đang lưu hành,Nội bộ,"Thực hiện kiểm kê vật tư, tài sản, tiền vốn, CCDC năm 2025",,,
"data/00. Văn bản Điều hành/[14] Phòng Kế Toán/889.QĐ-HCNS-Quyết định của Tổng Giám Đốc Công ty Thực hiện Kiểm kê vật tư, tài sản, công cụ dụng cụ năm 2024.09-12-2024.pdf",[14] Phòng Kế Toán,889,2024,Quyết định,Phòng Kế toán,,2024-12-09,,Đang lưu hành,Nội bộ,"Quyết định của Tổng Giám Đốc Công ty Thực hiện Kiểm kê vật tư, tài sản, công cụ dụng cụ năm 2024",,,
data/00. Văn bản Điều hành/[15] Phòng Kế Hoạch - Vât Tư/01.08.2023.Hướng dẫn mua vật tư dịch vụ-HD-KH-01.pdf,[15] Phòng Kế Hoạch - Vật Tư,01,2023,Hướng dẫn,Phòng Kế hoạch – Vật tư,,2023-08-01,,Đang lưu hành,Nội bộ,01.08.2023.Hướng dẫn mua vật tư dịch vụ-HD-KH-01,,,
data/00. Văn bản Điều hành/[15] Phòng Kế Hoạch - Vât Tư/05.QĐ-NS-Quy trình đánh giá Nhà Cung Cấp.01.08.2022.pdf,[15] Phòng Kế Hoạch - Vật Tư,05,2022,Quyết định,Phòng Kế hoạch – Vật tư,,2022-08-01,,Đang lưu hành,Nội bộ,05.QĐ-NS-Quy trình đánh giá Nhà Cung Cấp.01.08.2022,,,
